type,km0,km1,len_km,detail
RUN CURVE,574.5122107773129,574.7294582894916,0.22,L avg -0.55 max 3.33 deg/100ft
RUN STRAIGHT,574.7294582894916,574.8895303210238,0.16,
RUN CURVE,574.8895303210238,575.2278915227092,0.34,L avg -1.01 max 2.08 deg/100ft
RUN STRAIGHT,575.2278915227092,575.4361162180204,0.21,
RUN CURVE,575.5973595870897,575.9272035794659,0.33,L avg -0.79 max 3.26 deg/100ft
RUN CURVE,576.0711918159154,576.2728164090636,0.2,L avg -0.41 max 1.64 deg/100ft
RUN STRAIGHT,576.4714034152133,576.6974209071695,0.23,
RUN CURVE,576.6974209071695,577.0201726256969,0.32,R avg +0.33 max 1.05 deg/100ft
RUN STRAIGHT,577.0201726256969,577.6938085511513,0.67,
RUN CURVE,577.6938085511513,578.1711670003896,0.48,R avg +3.08 max 6.85 deg/100ft
RUN STRAIGHT,578.1711670003896,579.1322721164621,0.96,
BRIDGE,578.8812509675674,578.9480322788502,0.0667813112827389,
RUN CURVE,579.1322721164621,581.8295374649599,2.7,R avg +0.87 max 7.14 deg/100ft
RUN CURVE,581.8657152545652,583.9262447022143,2.06,L avg -0.21 max 4.78 deg/100ft
BRIDGE,583.8771635685634,583.9488532461208,0.07168967755740141,
RUN CURVE,584.0136028551962,585.2670048357768,1.25,R avg +0.69 max 7.06 deg/100ft
RUN STRAIGHT,585.2670048357768,585.5179932761665,0.25,
RUN CURVE,585.5179932761665,587.2543959819762,1.74,L avg -2.48 max 11.02 deg/100ft
RUN STRAIGHT,587.2543959819762,587.4224585572638,0.17,
RUN CURVE,587.4224585572638,588.1997232098868,0.78,L avg -0.80 max 2.69 deg/100ft
RUN STRAIGHT,588.1997232098868,588.8404924746953,0.64,
RUN CURVE,588.8404924746953,590.173853678386,1.33,L avg -0.90 max 6.66 deg/100ft
BRIDGE,590.173853678386,590.2277386736015,0.05388499521552603,
RUN CURVE,590.2566819367486,593.3483139635907,3.09,R avg +0.55 max 6.49 deg/100ft
RUN STRAIGHT,593.3483139635907,594.0747285929095,0.73,
MULTITRACK,593.3483139635907,594.3812510815216,1.0329371179308282,4 tracks
TUNNEL,593.3483139635907,594.157719909953,0.8094059463622898,
RUN STRAIGHT,594.3812510815216,594.7262617834933,0.35,
RUN CURVE,594.7262617834933,595.4950339040959,0.77,R avg +1.27 max 2.75 deg/100ft
RUN STRAIGHT,595.6503656873236,596.1406781505548,0.49,
RUN CURVE,596.2182530379332,597.3081652477108,1.09,L avg -0.71 max 3.33 deg/100ft
RUN CURVE,597.380965817338,598.3738918637865,0.99,R avg +0.44 max 1.61 deg/100ft
MULTITRACK,597.7561660831769,598.3738918637865,0.6177257806095895,2 tracks
RUN STRAIGHT,598.3738918637865,598.8908002416558,0.52,
MULTITRACK,598.8908002416558,599.6519167976516,0.7611165559957271,3 tracks
RUN STRAIGHT,599.0217927919673,599.600775412818,0.58,
RUN CURVE,599.600775412818,599.992079563173,0.39,L avg -2.73 max 5.57 deg/100ft
MULTITRACK,599.8413901974687,600.6910604246091,0.8496702271403365,2 tracks
RUN CURVE,600.0665589203921,600.392056251747,0.33,R avg +5.20 max 6.93 deg/100ft
RUN STRAIGHT,600.392056251747,600.5811058655129,0.19,
RUN CURVE,600.5811058655129,601.6192825853537,1.04,L avg -0.45 max 7.20 deg/100ft
RUN STRAIGHT,601.6192825853537,601.8661522384933,0.25,
RUN CURVE,601.8661522384933,602.169580230532,0.3,L avg -3.33 max 7.22 deg/100ft
MULTITRACK,602.169580230532,603.2549817482842,1.0854015177521887,2 tracks
RUN CURVE,602.206523580517,602.6137919675009,0.41,L avg -2.34 max 5.74 deg/100ft
RUN CURVE,602.6850870981631,603.9920125999272,1.31,L avg -1.17 max 8.50 deg/100ft
RUN STRAIGHT,603.9920125999272,604.1913606297104,0.2,
RUN CURVE,604.1913606297104,604.5623032806697,0.37,R avg +2.62 max 6.09 deg/100ft
MULTITRACK,604.1913606297104,605.59638058741,1.405019957699551,5 tracks
RUN STRAIGHT,604.5623032806697,604.9128444017049,0.35,
RUN CURVE,604.9128444017049,605.7422223299352,0.83,L avg -0.64 max 8.41 deg/100ft
BRIDGE,605.3779360315253,605.4877208147042,0.10978478317883855,
MULTITRACK,605.7422223299352,618.458462874025,12.716240544089828,7 tracks
RUN CURVE,605.8191195282736,606.2979770699386,0.48,L avg -0.78 max 1.57 deg/100ft
BRIDGE,605.8864639026092,606.2979770699386,0.41151316732941723,
RUN STRAIGHT,606.2979770699386,607.079402968982,0.78,
YARD,606.3175271992568,606.8528692193329,0.5353420200760866,9 tracks
BRIDGE,606.5266253981672,606.6608528201685,0.13422742200134508,
RUN STRAIGHT,607.1823998188598,607.4109748474243,0.23,
RUN CURVE,607.4109748474243,607.6566070701012,0.25,R avg +0.52 max 1.25 deg/100ft
RUN STRAIGHT,607.6566070701012,608.4316551117685,0.78,
RUN CURVE,608.4316551117685,608.6240557554923,0.19,L avg -0.17 max 0.57 deg/100ft
RUN STRAIGHT,608.6240557554923,609.0013611026417,0.38,
STATION,608.8872935360271,608.8872935360271,0.0,Revelstoke
RUN STRAIGHT,609.0825066817622,609.3495383070563,0.27,
RUN CURVE,609.3495383070563,609.5223072994067,0.17,L avg -0.93 max 0.93 deg/100ft
RUN CURVE,609.6657906992392,609.8246456354414,0.16,R avg +2.66 max 3.07 deg/100ft
RUN STRAIGHT,609.8246456354414,609.997506256468,0.17,
RUN STRAIGHT,610.0423350199794,610.6105199074107,0.57,
RUN STRAIGHT,610.666891238565,610.9910314191733,0.32,
RUN STRAIGHT,611.2460673944153,611.6693124243502,0.42,
RUN CURVE,611.6693124243502,611.8714293651002,0.2,L avg -3.94 max 8.48 deg/100ft
RUN CURVE,612.0101437146257,612.1967342566218,0.19,L avg -1.78 max 1.80 deg/100ft
RUN STRAIGHT,612.5276350623808,612.7617798905592,0.23,
RUN CURVE,612.7617798905592,612.9878939010804,0.23,R avg +1.62 max 4.12 deg/100ft
RUN STRAIGHT,613.0922445520875,613.2532095460637,0.16,
RUN CURVE,613.2532095460637,613.5172361783098,0.26,L avg -1.67 max 3.93 deg/100ft
RUN STRAIGHT,613.5172361783098,613.7418185500981,0.22,
RUN STRAIGHT,613.8177869196029,614.0471541112055,0.23,
YARD,613.8487229634758,614.2869122362351,0.4381892727593595,6 tracks
BRIDGE,614.0149391292548,614.1505891380289,0.1356500087740642,
RUN CURVE,614.2869122362351,614.4859977035994,0.2,L avg -4.65 max 7.83 deg/100ft
RUN STRAIGHT,614.4859977035994,614.6690593665279,0.18,
RUN CURVE,614.7678181681998,614.9613547727115,0.19,L avg -0.71 max 0.88 deg/100ft
RUN CURVE,615.0493056165251,615.3116908811891,0.26,L avg -0.56 max 0.56 deg/100ft
RUN CURVE,615.4293500755201,615.6287420143074,0.2,R avg +0.60 max 0.84 deg/100ft
RUN STRAIGHT,615.6287420143074,615.890088922108,0.26,
RUN CURVE,616.1213212440383,616.4080974689466,0.29,R avg +2.40 max 4.43 deg/100ft
RUN STRAIGHT,617.0264207975077,617.2025808726605,0.18,
RUN STRAIGHT,617.2712694295275,618.3277371221167,1.06,
RUN STRAIGHT,618.4287496016608,619.0969734484016,0.67,
RUN CURVE,619.0969734484016,619.4313210787842,0.33,L avg -0.55 max 0.81 deg/100ft
MULTITRACK,619.0969734484016,623.221412585092,4.124439136690398,6 tracks
YARD,619.4313210787842,619.8756830392227,0.4443619604385276,6 tracks
RUN CURVE,619.4608031828805,619.6254061564746,0.16,L avg -0.22 max 0.22 deg/100ft
RUN STRAIGHT,619.8531431809935,620.0532965178583,0.2,
RUN CURVE,620.2993805064804,620.452693742813,0.15,L avg -0.83 max 1.37 deg/100ft
RUN CURVE,620.7881391645758,621.2227311402996,0.43,R avg +1.24 max 4.09 deg/100ft
RUN STRAIGHT,621.2227311402996,621.5768864403981,0.35,
RUN CURVE,621.5768864403981,621.7901013325742,0.21,R avg +2.23 max 2.98 deg/100ft
RUN STRAIGHT,622.1380437768257,622.3255862784067,0.19,
RUN STRAIGHT,622.4288237351008,622.6129121314495,0.18,
RUN STRAIGHT,622.6743504791089,622.8564572663162,0.18,
RUN STRAIGHT,622.901890580278,623.1070547994932,0.21,
RUN CURVE,623.3096808074957,623.6037536066469,0.29,R avg +1.49 max 4.79 deg/100ft
RUN STRAIGHT,623.6037536066469,623.988537761726,0.38,
RUN CURVE,623.988537761726,624.3115942914715,0.32,R avg +2.09 max 3.32 deg/100ft
RUN CURVE,624.3513427018786,625.5039624429872,1.15,L avg -0.76 max 6.75 deg/100ft
RUN STRAIGHT,625.5039624429872,625.9212958952988,0.42,
RUN CURVE,625.9212958952988,627.3727961947362,1.45,L avg -0.23 max 8.46 deg/100ft
RUN STRAIGHT,627.3727961947362,627.6681376523637,0.3,
RUN CURVE,627.6681376523637,628.0041622920622,0.34,R avg +3.52 max 7.22 deg/100ft
MULTITRACK,627.814392550232,628.1419276603687,0.32753511013663683,3 tracks
BRIDGE,627.8769260050537,628.0041622920622,0.12723628700848622,
RUN CURVE,628.1419276603687,631.1027156477937,2.96,L avg -1.60 max 10.97 deg/100ft
RUN CURVE,631.2308102147723,631.736011263303,0.51,L avg -1.44 max 7.73 deg/100ft
RUN STRAIGHT,631.736011263303,631.8986148146487,0.16,
RUN CURVE,631.8986148146487,632.6943146005353,0.8,R avg +1.32 max 10.03 deg/100ft
RUN CURVE,632.7328852193326,634.137421278931,1.4,R avg +0.51 max 8.30 deg/100ft
RUN STRAIGHT,634.137421278931,634.5195303370996,0.38,
RUN CURVE,634.5195303370996,635.4967205438644,0.98,L avg -0.03 max 2.58 deg/100ft
RUN STRAIGHT,635.4967205438644,635.8172697677687,0.32,
RUN CURVE,635.8172697677687,636.330315914537,0.51,R avg +1.65 max 4.28 deg/100ft
RUN STRAIGHT,636.330315914537,636.4823930946299,0.15,
RUN CURVE,636.4823930946299,636.9584895338794,0.48,L avg -1.52 max 3.22 deg/100ft
RUN STRAIGHT,636.9584895338794,637.2058454195954,0.25,
RUN CURVE,637.2058454195954,638.2633887628499,1.06,R avg +0.60 max 6.69 deg/100ft
RUN CURVE,638.3911376581528,640.3265126956151,1.94,L avg -0.76 max 8.98 deg/100ft
RUN STRAIGHT,640.3265126956151,640.4978498881479,0.17,
RUN CURVE,640.4978498881479,641.2088499349754,0.71,R avg +4.69 max 7.45 deg/100ft
RUN STRAIGHT,641.2088499349754,641.6339771888059,0.43,
RUN CURVE,641.7891444334812,641.9603093412874,0.17,L avg -0.45 max 1.72 deg/100ft
RUN STRAIGHT,641.9603093412874,642.1718438811372,0.21,
RUN STRAIGHT,642.2132550019659,642.3718827228545,0.16,
RUN CURVE,642.5424541783143,643.6111111248699,1.07,R avg +2.62 max 8.58 deg/100ft
RUN CURVE,643.6428315443595,643.8014567415847,0.16,L avg -2.22 max 3.01 deg/100ft
RUN CURVE,644.5267887217547,646.1647978182849,1.64,R avg +0.54 max 10.37 deg/100ft
RUN STRAIGHT,646.1647978182849,646.5163679543663,0.35,
RUN CURVE,646.5163679543663,646.6943582217679,0.18,L avg -3.25 max 5.15 deg/100ft
RUN STRAIGHT,646.6943582217679,647.0010240511821,0.31,
RUN CURVE,647.5715944419504,647.7535652104824,0.18,L avg -1.59 max 2.76 deg/100ft
RUN STRAIGHT,648.0025273811239,648.3834830101265,0.38,
RUN CURVE,648.3834830101265,649.2365770883946,0.85,L avg -0.76 max 5.70 deg/100ft
RUN STRAIGHT,649.2365770883946,649.4952333904084,0.26,
RUN CURVE,649.4952333904084,650.3269253399549,0.83,L avg -1.72 max 3.10 deg/100ft
BRIDGE,650.2586324001078,650.3599227966247,0.10129039651690164,
RUN CURVE,650.4272054727157,651.6874232658962,1.26,R avg +0.69 max 10.68 deg/100ft
RUN STRAIGHT,651.6874232658962,651.9691745216916,0.28,
RUN CURVE,651.9691745216916,652.3748621615642,0.41,R avg +2.92 max 9.39 deg/100ft
RUN STRAIGHT,652.3748621615642,652.6001896614888,0.23,
RUN CURVE,652.6001896614888,652.8478413067523,0.25,L avg -4.22 max 6.87 deg/100ft
BRIDGE,652.8478413067523,652.941662295545,0.09382098879268597,
RUN CURVE,652.941662295545,654.0518214787668,1.11,L avg -0.56 max 11.84 deg/100ft
RUN CURVE,654.1338700763145,655.4678431713036,1.33,R avg +4.07 max 16.15 deg/100ft
MULTITRACK,655.3856366560864,656.5104271614392,1.1247905053528484,3 tracks
TUNNEL,655.782657098298,656.3676141187402,0.5849570204421752,
RUN CURVE,655.8176220717937,657.4219213180972,1.6,R avg +0.22 max 9.93 deg/100ft
RUN STRAIGHT,657.4219213180972,657.760483515729,0.34,
RUN CURVE,657.760483515729,658.1811535210518,0.42,L avg -2.11 max 5.79 deg/100ft
MULTITRACK,658.0294764982738,658.8715036070922,0.8420271088184563,5 tracks
BRIDGE,658.1320465800998,658.2202674074399,0.08822082734013748,
YARD,658.1811535210518,658.6621538298166,0.4810003087648056,8 tracks
BRIDGE,658.3203411154277,658.4234386849455,0.10309756951778581,
RUN CURVE,658.5861354786895,658.7580596633742,0.17,L avg -4.82 max 9.04 deg/100ft
RUN CURVE,658.7805989755542,659.8816069321673,1.1,L avg -0.63 max 6.32 deg/100ft
RUN STRAIGHT,659.8816069321673,660.8540356648967,0.97,
RUN CURVE,660.8540356648967,662.1617257223335,1.31,R avg +0.60 max 8.55 deg/100ft
RUN STRAIGHT,662.1617257223335,662.4568971211902,0.3,
RUN CURVE,662.4568971211902,663.5021018995066,1.05,L avg -0.46 max 1.38 deg/100ft
RUN STRAIGHT,663.5021018995066,663.7702433556822,0.27,
RUN CURVE,663.7702433556822,664.0266328844306,0.26,R avg +2.42 max 6.55 deg/100ft
RUN CURVE,664.0614346983333,664.5950084744778,0.53,L avg -2.59 max 4.89 deg/100ft
RUN CURVE,664.6168371801168,665.0434286671518,0.43,R avg +1.20 max 1.99 deg/100ft
RUN CURVE,665.0811099479213,665.436139961016,0.36,L avg -1.01 max 1.01 deg/100ft
RUN STRAIGHT,665.436139961016,665.654198217736,0.22,
RUN CURVE,665.829765370632,666.6434584297799,0.81,L avg -1.30 max 6.19 deg/100ft
RUN CURVE,666.7193192239358,667.3508759661723,0.63,L avg -1.13 max 6.74 deg/100ft
MULTITRACK,666.9534989832176,667.9593185703636,1.005819587145993,4 tracks
RUN STRAIGHT,667.3508759661723,682.6871503249878,15.34,
TUNNEL,667.9593185703636,682.5955816419237,14.636263071560052,
SIDING,670.8017099382415,670.8017099382415,0.024325450940112053,Glacier Siding  80 ft
SIDING,670.8017099382415,670.8017099382415,0.24363335703896583,Glacier Siding  799 ft
SIDING,672.40783836153,672.40783836153,1.995953469265561,Glacier Siding  6548 ft
MULTITRACK,678.121914567608,678.8336816071051,0.7117670394970901,4 tracks
STATION,678.8336816071051,678.8336816071051,0.0,Rogers Pass
RUN STRAIGHT,682.794174595236,683.6406780085858,0.85,
MULTITRACK,683.6964828038621,684.0353621023113,0.33887929844922837,3 tracks
BRIDGE,683.7876992764673,683.8940703133482,0.106371036880887,
RUN STRAIGHT,683.8940703133482,687.4281383959027,3.53,
TUNNEL,683.8940703133482,685.7785777529326,1.8845074395844676,
SIDING,685.7176750075218,685.7176750075218,2.755442540469486,Stoney Creek Siding  9040 ft
MULTITRACK,686.8779091269249,687.1825341055807,0.30462497865573823,3 tracks
RUN CURVE,687.4281383959027,687.6098218744605,0.18,R avg +0.21 max 0.21 deg/100ft
MULTITRACK,687.6709055488026,691.2888007748801,3.6178952260775077,4 tracks
RUN STRAIGHT,687.7647621659842,687.9170588371371,0.15,
BRIDGE,687.7647621659842,688.0874093886064,0.3226472226222086,
RUN STRAIGHT,687.9656623868166,688.9920734982245,1.03,
SIDING,688.5196239829336,688.5196239829336,0.33277823559457537,Wakely Siding  1092 ft
RUN STRAIGHT,689.1085024701885,689.3215769870086,0.21,
SIDING,689.4585180268123,689.4585180268123,2.918609610299495,Wakely Siding  9575 ft
RUN STRAIGHT,689.5765201890038,690.3151653527708,0.74,
RUN CURVE,690.3151653527708,690.5163510034033,0.2,R avg +0.20 max 0.20 deg/100ft
RUN STRAIGHT,690.5163510034033,693.1731151170867,2.66,
RUN CURVE,693.1731151170867,693.3298285134226,0.16,R avg +0.20 max 0.20 deg/100ft
MULTITRACK,693.1731151170867,693.8907465388464,0.7176314217597337,2 tracks
RUN STRAIGHT,693.3298285134226,693.7638692513817,0.43,
RUN STRAIGHT,693.8296358960637,693.9819932153376,0.15,
RUN STRAIGHT,694.0598622311295,696.4872259370941,2.43,
MULTITRACK,694.0902997837819,695.5899508503775,1.4996510665955611,6 tracks
SIDING,694.2121104722291,694.2121104722291,0.5623353884000222,Griffith Siding  1845 ft
SIDING,695.6812018274775,695.6812018274775,1.5434696420160814,Griffith Siding  5064 ft
YARD,696.2740882877328,696.7061337569904,0.4320454692576732,8 tracks
MULTITRACK,696.3655203402593,699.0327857412643,2.667265401005011,4 tracks
BRIDGE,696.4569450722826,696.6452249738444,0.1882799015618275,
RUN STRAIGHT,696.5842170550063,696.7670942772427,0.18,
RUN STRAIGHT,696.8817915507761,697.0644479046646,0.18,
RUN CURVE,697.0644479046646,697.4400722088656,0.38,L avg -0.19 max 0.19 deg/100ft
RUN STRAIGHT,697.6269361265536,699.0632589074658,1.44,
RUN STRAIGHT,699.1858817630851,699.5211234293471,0.34,
RUN CURVE,699.5211234293471,699.7858793616788,0.26,L avg -0.24 max 0.24 deg/100ft
MULTITRACK,699.5211234293471,704.2625674750209,4.741444045673802,6 tracks
RUN STRAIGHT,699.7858793616788,700.2733394061186,0.49,
YARD,700.1208280266061,700.7560320775098,0.6352040509036669,10 tracks
RUN STRAIGHT,700.3503117128124,700.6380897032016,0.29,
RUN STRAIGHT,700.7560320775098,703.1697387130494,2.41,
SIDING,700.7560320775098,700.7560320775098,0.7187006087740845,Rogers Siding  2358 ft
SIDING,701.7430159980428,701.7430159980428,0.38590592488931563,Rogers Siding  1266 ft
YARD,702.4573263493926,703.0174308228186,0.5601044734260086,5 tracks
RUN CURVE,703.1697387130494,703.4108214988938,0.24,R avg +0.37 max 0.37 deg/100ft
BRIDGE,703.9990982666542,704.1711962350496,0.1720979683954056,
RUN STRAIGHT,704.0571425891818,704.3538555881007,0.3,
RUN CURVE,704.3538555881007,704.5753818140491,0.22,R avg +0.20 max 0.20 deg/100ft
RUN STRAIGHT,704.5753818140491,706.2180566182224,1.64,
RUN CURVE,706.2180566182224,706.4797540654138,0.26,R avg +0.29 max 0.29 deg/100ft
RUN STRAIGHT,706.4797540654138,708.5340235269308,2.05,
RUN CURVE,708.5340235269308,708.7176405283396,0.18,L avg -0.32 max 0.32 deg/100ft
RUN STRAIGHT,708.7176405283396,708.8695947664884,0.15,
MULTITRACK,708.8391876412575,712.3269181554083,3.487730514150826,4 tracks
RUN STRAIGHT,709.1272919473045,709.7503843152159,0.62,
RUN STRAIGHT,709.8418220614268,710.2390756747864,0.4,
SIDING,709.9957714001148,709.9957714001148,2.217358209641589,Beavermouth Siding  7275 ft
RUN CURVE,710.2390756747864,710.5591171263841,0.32,L avg -0.20 max 0.20 deg/100ft
RUN STRAIGHT,710.5591171263841,711.0779800282503,0.52,
RUN STRAIGHT,711.1754446776323,711.7341887832652,0.56,
RUN STRAIGHT,711.8334069199759,712.1809391289174,0.35,
SIDING,711.9549406774588,711.9549406774588,1.0054944512852366,Beavermouth Siding  3299 ft
RUN STRAIGHT,712.2358869356965,712.8531869222254,0.62,
RUN STRAIGHT,712.9219435328149,713.1651798318846,0.24,
RUN CURVE,713.1651798318846,713.4091299165069,0.24,R avg +0.29 max 0.29 deg/100ft
RUN CURVE,713.5003362019395,713.6511584620692,0.15,L avg -0.36 max 0.36 deg/100ft
RUN CURVE,713.7728464008484,713.9733613301445,0.2,R avg +0.44 max 0.44 deg/100ft
RUN STRAIGHT,713.9733613301445,714.8778889032088,0.9,
RUN STRAIGHT,715.0112131907746,715.284988241822,0.27,
RUN STRAIGHT,715.3718691702971,715.5846716443488,0.21,
RUN STRAIGHT,715.7071643581166,715.9199626948067,0.21,
MULTITRACK,715.8287633328902,716.6297228741666,0.8009595412764838,2 tracks
TUNNEL,715.9199626948067,716.5386597829299,0.6186970881232128,
RUN STRAIGHT,715.9789860665072,716.7515212450649,0.77,
MULTITRACK,716.6906858147044,719.7447986077026,3.0541127929982395,5 tracks
RUN CURVE,716.9136173856585,717.1163534922886,0.2,L avg -0.36 max 0.36 deg/100ft
RUN STRAIGHT,717.1163534922886,717.7949032335603,0.68,
RUN STRAIGHT,717.8939514032236,718.0763020169469,0.18,
RUN STRAIGHT,718.1195785915877,718.7277193862648,0.61,
RUN CURVE,718.7277193862648,718.90784626713,0.18,R avg +0.38 max 0.38 deg/100ft
RUN STRAIGHT,718.90784626713,719.5968174147824,0.69,
RUN STRAIGHT,719.683974829763,720.2159166031607,0.53,
RUN CURVE,720.2159166031607,720.4021356494613,0.19,L avg -0.20 max 0.20 deg/100ft
RUN STRAIGHT,720.4021356494613,720.7368575721956,0.33,
RUN STRAIGHT,720.8376827233021,722.8883078779802,2.05,
RUN CURVE,722.8883078779802,723.169840335487,0.28,L avg -0.34 max 0.34 deg/100ft
RUN STRAIGHT,723.169840335487,723.876700636529,0.71,
RUN STRAIGHT,723.9775515403406,724.1297454984876,0.15,
RUN CURVE,724.1297454984876,724.3014940701734,0.17,L avg -0.63 max 0.63 deg/100ft
RUN STRAIGHT,724.3014940701734,724.5651188579209,0.26,
RUN STRAIGHT,724.6163481107453,725.5511883609356,0.93,
RUN CURVE,725.5511883609356,725.7310014160132,0.18,L avg -0.20 max 0.20 deg/100ft
RUN STRAIGHT,725.7310014160132,727.0112833319082,1.28,
BRIDGE,725.7310014160132,725.9232497588401,0.19224834282692882,
MULTITRACK,726.5048112300071,727.1733561403876,0.6685449103804331,3 tracks
RUN CURVE,727.0112833319082,727.1733561403876,0.16,L avg -0.38 max 0.38 deg/100ft
RUN STRAIGHT,727.1733561403876,734.797834252249,7.62,
MULTITRACK,727.8628837207991,737.5308825524977,9.667998831698583,8 tracks
RUN CURVE,734.797834252249,735.0061908941638,0.21,R avg +0.18 max 0.18 deg/100ft
RUN STRAIGHT,735.0061908941638,737.4456313461684,2.44,
RUN CURVE,737.4456313461684,737.8182213394915,0.37,L avg -0.23 max 0.65 deg/100ft
RUN STRAIGHT,737.8182213394915,737.9717227326468,0.15,
YARD,737.8794923949054,738.3014890008106,0.4219966059052922,6 tracks
MULTITRACK,737.9404875073365,738.4817263453656,0.5412388380291304,6 tracks
RUN STRAIGHT,738.0763124670765,738.3624881052145,0.29,
BRIDGE,738.0763124670765,738.151256674744,0.07494420766749954,
RUN STRAIGHT,738.4145273563922,743.7613707676405,5.35,
MULTITRACK,738.9536497919687,755.4544033914058,16.500753599437076,9 tracks
RUN STRAIGHT,743.843974438879,745.7117541307823,1.87,
YARD,744.89524860645,745.6508330938917,0.7555844874417517,8 tracks
RUN STRAIGHT,745.7654039137244,749.554941539749,3.79,
RUN STRAIGHT,749.6416721184409,750.6421113959033,1.0,
YARD,750.4593315216706,752.6627843355806,2.203452813909962,10 tracks
RUN STRAIGHT,750.6988629466144,755.6064037904545,4.91,
SIDING,751.681315356027,751.681315356027,0.6114146083119091,CPKC—Hill Siding (Mountain Main—Golden)  2006 ft
SIDING,752.2337756719488,752.2337756719488,0.1375055765607227,CPKC—Hill Siding (Mountain Main—Golden)  451 ft
YARD,754.0302450048994,755.0335814257959,1.0033364208965168,6 tracks
SIDING,754.3345810475005,754.3345810475005,2.639134528531716,CPKC—Hill Siding (Mountain Main—Golden)  8659 ft
STATION,754.4258245183937,754.4258245183937,0.0,Golden
RUN STRAIGHT,755.656850385788,755.9173053331455,0.26,
RUN STRAIGHT,756.1131813685523,756.2653049317179,0.15,
RUN STRAIGHT,756.3433526228034,756.8406495698206,0.5,
MULTITRACK,756.7494386811353,757.2205915677956,0.4711528866603203,5 tracks
RUN STRAIGHT,756.9781569865273,757.464044378861,0.49,
RUN STRAIGHT,757.595358892744,758.1287454358069,0.53,
RUN STRAIGHT,758.2689746734765,758.8771867247593,0.61,
MULTITRACK,758.7509938152125,759.1036774305928,0.3526836153803288,3 tracks
RUN STRAIGHT,758.9422167219354,759.4948490782504,0.55,
MULTITRACK,759.4125747887035,759.875623570304,0.46304878160049157,5 tracks
TUNNEL,759.4948490782504,759.7707033620832,0.27585428383281396,
RUN STRAIGHT,759.5366876614364,760.0566862740943,0.52,
MULTITRACK,760.0249600766441,760.5834391794497,0.5584791028055633,4 tracks
RUN STRAIGHT,760.1071363489851,760.4937061350302,0.39,
RUN STRAIGHT,760.5528402753946,760.7561969853398,0.2,
RUN STRAIGHT,761.0511136698802,761.2723533961524,0.22,
RUN CURVE,761.2723533961524,761.4627367015195,0.19,R avg +0.21 max 0.21 deg/100ft
RUN STRAIGHT,761.6473383415967,762.0959169638787,0.45,
RUN STRAIGHT,762.1478239576984,762.2997188106623,0.15,
RUN CURVE,762.2997188106623,762.5347394992775,0.24,R avg +0.30 max 0.30 deg/100ft
RUN STRAIGHT,762.5347394992775,762.6868291691742,0.15,
RUN STRAIGHT,762.9297213841237,763.1425669643078,0.21,
RUN STRAIGHT,763.291536116706,763.5197409646626,0.23,
MULTITRACK,763.291536116706,766.6557380734398,3.3642019567338366,5 tracks
RUN STRAIGHT,763.6329647183053,765.0465651369942,1.41,
SIDING,764.8052052972865,764.8052052972865,2.8913863079351043,Glenogle Siding  9486 ft
RUN STRAIGHT,765.1539486635169,765.7010708489648,0.55,
SIDING,765.2550485522182,765.2550485522182,0.3551368543260334,Glenogle Siding  1165 ft
RUN STRAIGHT,765.8494768585103,766.0016519184618,0.15,
RUN CURVE,766.0016519184618,766.2270945197733,0.23,R avg +0.18 max 0.18 deg/100ft
RUN STRAIGHT,766.2270945197733,766.747051576618,0.52,
BRIDGE,766.4591917735977,766.5187590376346,0.05956726403690027,
RUN STRAIGHT,766.9414181335571,767.2663261485516,0.32,
RUN STRAIGHT,767.5542614233758,767.8613464208206,0.31,
RUN STRAIGHT,767.9358383421385,768.3921383805999,0.46,
RUN STRAIGHT,768.4471122569797,768.6298831267761,0.18,
RUN STRAIGHT,768.6798814138696,768.8928506147606,0.21,
MULTITRACK,768.862406434299,769.187914212876,0.32550777857693447,3 tracks
RUN CURVE,768.8928506147606,769.074658750618,0.18,L avg -0.78 max 1.98 deg/100ft
RUN STRAIGHT,769.074658750618,769.2270149754205,0.15,
RUN CURVE,769.2270149754205,769.4137172195815,0.19,R avg +6.43 max 10.88 deg/100ft
RUN STRAIGHT,769.6572883954582,769.8096466354046,0.15,
RUN STRAIGHT,769.875151900633,770.1793196428928,0.3,
RUN STRAIGHT,770.226653455266,770.7602239402415,0.53,
RUN CURVE,770.7602239402415,770.9122064190618,0.15,L avg -0.37 max 0.37 deg/100ft
RUN STRAIGHT,770.9122064190618,771.0947655266302,0.18,
RUN STRAIGHT,771.1622421333079,771.4664020637126,0.3,
RUN CURVE,771.4664020637126,771.6306515950953,0.16,L avg -0.51 max 0.51 deg/100ft
RUN STRAIGHT,771.6306515950953,772.0020476028851,0.37,
RUN STRAIGHT,772.0466955639232,772.2596422966088,0.21,
RUN STRAIGHT,772.3145637121175,772.9581130923654,0.64,
MULTITRACK,772.4694094167832,775.9784186116374,3.5090091948542295,5 tracks
RUN STRAIGHT,773.1059545959844,773.2578637276049,0.15,
RUN STRAIGHT,773.3021455440474,774.475759066214,1.17,
SIDING,774.0279007296291,774.0279007296291,0.5728155117985152,Palliser Siding  1879 ft
SIDING,774.3305596970561,774.3305596970561,2.894353428818783,Palliser Siding  9496 ft
RUN STRAIGHT,774.54919674916,774.8228219735967,0.27,
RUN STRAIGHT,774.9337017167538,775.4322508798979,0.5,
YARD,775.3410556802464,775.7521422598021,0.41108657955567196,7 tracks
