dist_km,lat,lon,elev_m,grade_raw_pct,grade_sm_pct,grade_1km_pct,bearing_deg,curv_deg_km,radius_m,subdivision,in_tunnel
0.0000,49.2865265,-123.1127387,6.3,-4.590,-2.046,0.029,118.8,0.000,nan,Cascade Subdivision,0
0.0088,49.2864884,-123.1126324,5.9,-4.590,-5.282,0.065,129.2,0.000,nan,Cascade Subdivision,1
0.0144,49.2864564,-123.1125723,5.7,-4.590,-2.835,0.087,138.8,0.000,nan,Cascade Subdivision,1
0.0242,49.2863900,-123.1124831,5.2,-4.590,-3.993,0.128,128.3,0.000,nan,Cascade Subdivision,1
0.0314,49.2863503,-123.1124059,4.9,-4.590,-1.384,0.157,121.6,0.000,nan,Cascade Subdivision,1
0.0518,49.2862541,-123.1121658,3.9,0.080,-0.128,0.244,122.2,3.265,17547,Cascade Subdivision,0
0.2409,49.2853487,-123.1099598,4.1,-0.184,-0.825,0.278,121.7,0.000,nan,Cascade Subdivision,0
0.2688,49.2852166,-123.1096314,4.0,0.048,-0.548,0.243,118.8,0.000,nan,Cascade Subdivision,0
0.2982,49.2850891,-123.1092763,4.1,-0.226,-0.412,0.249,116.1,0.000,nan,Cascade Subdivision,0
0.3339,49.2849483,-123.1088351,4.0,-0.527,-0.123,0.303,114.2,0.000,nan,Cascade Subdivision,0
0.3651,49.2848331,-123.1084427,3.8,0.246,-0.102,0.333,110.6,-83.628,685,Cascade Subdivision,0
0.4082,49.2846964,-123.1078858,3.9,-0.321,-0.050,0.266,105.9,-72.444,791,Cascade Subdivision,0
0.4740,49.2845347,-123.1070129,3.7,-0.035,-0.017,0.386,105.7,-0.575,99649,Cascade Subdivision,0
0.6809,49.2840303,-123.1042685,3.6,0.341,-0.058,0.203,102.7,0.000,nan,Cascade Subdivision,0
0.7121,49.2839686,-123.1038477,3.7,0.101,0.010,0.148,97.2,0.000,nan,Cascade Subdivision,0
0.7475,49.2839286,-123.1033643,3.8,-0.065,0.021,0.150,92.6,0.000,nan,Cascade Subdivision,0
0.7616,49.2839228,-123.1031700,3.8,0.291,0.186,0.153,91.1,0.000,nan,Cascade Subdivision,0
0.7834,49.2839190,-123.1028689,3.8,0.135,1.734,0.150,91.1,0.000,nan,Cascade Subdivision,0
0.7896,49.2839179,-123.1027845,3.8,0.351,1.260,0.150,85.2,0.000,nan,Cascade Subdivision,0
0.8186,49.2839399,-123.1023862,3.9,0.290,1.026,0.181,80.6,0.000,nan,Cascade Subdivision,0
0.8496,49.2839855,-123.1019641,4.0,1.242,1.010,0.177,76.4,0.000,nan,Cascade Subdivision,0
0.8860,49.2840627,-123.1014760,4.5,0.779,0.139,0.157,71.0,-19.131,2995,Cascade Subdivision,0
1.1657,49.2848807,-123.0978297,6.7,-0.789,0.874,-0.051,71.3,6.074,9433,Cascade Subdivision,0
1.2088,49.2850052,-123.0972664,6.3,1.360,1.206,0.006,71.3,0.000,nan,Cascade Subdivision,0
1.2373,49.2850874,-123.0968947,6.7,1.450,1.726,-0.037,70.8,0.000,nan,Cascade Subdivision,0
1.2539,49.2851365,-123.0966782,7.0,-0.372,0.904,-0.088,71.9,0.000,nan,Cascade Subdivision,0
1.2791,49.2852068,-123.0963487,6.9,-1.569,0.109,-0.100,72.0,0.000,nan,Cascade Subdivision,0
1.2899,49.2852368,-123.0962074,6.7,-1.578,0.484,-0.103,71.9,0.000,nan,Cascade Subdivision,0
1.3127,49.2853007,-123.0959075,6.3,-0.112,0.294,-0.099,73.1,0.000,nan,Cascade Subdivision,0
1.3356,49.2853605,-123.0956061,6.3,1.974,-0.236,-0.111,77.6,0.000,nan,Cascade Subdivision,0
1.3587,49.2854051,-123.0952953,6.8,1.914,-0.351,-0.160,82.0,0.000,nan,Cascade Subdivision,0
1.3822,49.2854345,-123.0949737,7.2,0.169,-0.418,-0.200,86.1,0.000,nan,Cascade Subdivision,0
1.4052,49.2854487,-123.0946583,7.3,-3.124,-0.194,-0.180,90.0,0.000,nan,Cascade Subdivision,0
1.4286,49.2854487,-123.0943351,6.5,-1.371,-0.239,-0.056,92.8,0.000,nan,Cascade Subdivision,0
1.4518,49.2854385,-123.0940150,6.2,-1.163,-0.592,0.046,97.4,0.000,nan,Cascade Subdivision,0
1.4755,49.2854112,-123.0936918,5.9,0.181,-0.924,0.143,102.3,0.000,nan,Cascade Subdivision,0
1.4988,49.2853666,-123.0933779,6.0,-0.534,-1.097,0.128,106.3,0.000,nan,Cascade Subdivision,0
1.5185,49.2853169,-123.0931169,5.9,-1.025,-0.766,0.100,107.8,0.000,nan,Cascade Subdivision,0
1.5399,49.2852581,-123.0928357,5.6,-0.710,-0.297,0.073,110.6,0.000,nan,Cascade Subdivision,0
1.5614,49.2851902,-123.0925591,5.5,0.066,0.011,0.092,113.2,57.782,992,Cascade Subdivision,0
1.6065,49.2850301,-123.0919873,5.5,-0.349,0.035,0.032,112.7,-6.395,8959,Cascade Subdivision,0
1.6966,49.2847179,-123.0908406,5.2,0.565,0.029,0.007,112.4,-2.794,20506,Cascade Subdivision,0
1.7823,49.2844240,-123.0897483,5.7,0.596,0.060,-0.058,112.6,3.408,16811,Cascade Subdivision,0
1.8287,49.2842639,-123.0891579,6.0,0.549,0.071,-0.091,112.8,5.720,10016,Cascade Subdivision,0
1.8752,49.2841017,-123.0885675,6.2,-0.229,0.124,-0.189,112.9,0.378,151464,Cascade Subdivision,0
1.9439,49.2838615,-123.0876943,6.1,-0.310,0.230,-0.065,112.7,-2.240,25579,Cascade Subdivision,0
2.0078,49.2836395,-123.0868816,5.9,-0.342,0.179,-0.001,111.6,0.000,nan,Cascade Subdivision,0
2.0402,49.2835321,-123.0864668,5.8,0.949,-0.002,0.010,112.7,22.631,2532,Cascade Subdivision,0
2.0872,49.2833687,-123.0858684,6.2,0.288,-0.060,-0.038,112.7,-0.085,nan,Cascade Subdivision,0
2.1491,49.2831538,-123.0850812,6.4,-1.294,-0.222,-0.084,112.6,0.000,nan,Cascade Subdivision,0
2.1665,49.2830937,-123.0848601,6.2,-1.497,-0.273,-0.061,112.6,0.000,nan,Cascade Subdivision,0
2.1796,49.2830483,-123.0846930,6.0,-0.479,-0.588,-0.041,112.3,0.000,nan,Cascade Subdivision,0
2.1867,49.2830243,-123.0846035,5.9,-1.112,-0.747,-0.037,109.4,0.000,nan,Cascade Subdivision,0
2.2019,49.2829789,-123.0844056,5.8,-1.740,-1.317,-0.019,107.4,0.000,nan,Cascade Subdivision,0
2.2120,49.2829516,-123.0842724,5.6,-0.875,-0.528,-0.000,103.7,0.000,nan,Cascade Subdivision,0
2.2296,49.2829140,-123.0840367,5.4,-0.575,-0.182,0.016,100.1,0.000,nan,Cascade Subdivision,0
2.2527,49.2828777,-123.0837235,5.3,0.174,-0.175,0.031,98.2,0.000,nan,Cascade Subdivision,0
2.2641,49.2828630,-123.0835670,5.3,0.479,0.157,0.029,98.3,0.000,nan,Cascade Subdivision,0
2.2847,49.2828362,-123.0832859,5.4,0.896,0.375,0.091,98.4,0.000,nan,Cascade Subdivision,0
2.3084,49.2828050,-123.0829637,5.6,1.234,1.301,0.073,97.6,0.000,nan,Cascade Subdivision,0
2.3198,49.2827914,-123.0828076,5.8,1.765,1.428,0.061,94.9,0.000,nan,Cascade Subdivision,0
2.3340,49.2827804,-123.0826127,6.0,2.295,2.000,0.039,92.5,0.000,nan,Cascade Subdivision,0
2.3459,49.2827758,-123.0824486,6.3,2.779,2.132,0.014,88.6,0.000,nan,Cascade Subdivision,0
2.3577,49.2827784,-123.0822865,6.6,2.523,1.592,-0.017,85.8,0.000,nan,Cascade Subdivision,0
2.3695,49.2827862,-123.0821235,6.9,2.494,1.031,-0.046,82.2,0.000,nan,Cascade Subdivision,0
2.3817,49.2828011,-123.0819564,7.2,1.412,0.269,-0.076,80.2,0.000,nan,Cascade Subdivision,0
2.3958,49.2828225,-123.0817655,7.4,-1.882,-0.165,-0.097,77.9,0.000,nan,Cascade Subdivision,0
2.4109,49.2828511,-123.0815616,7.1,-1.910,-0.528,-0.070,78.7,0.000,nan,Cascade Subdivision,0
2.4298,49.2828842,-123.0813070,6.8,-1.425,-0.475,-0.035,78.4,0.000,nan,Cascade Subdivision,0
2.4618,49.2829419,-123.0808745,6.3,-0.723,-0.636,0.012,78.0,0.000,nan,Cascade Subdivision,0
2.4933,49.2830009,-123.0804489,6.1,-0.527,-0.458,0.037,78.3,5.718,10020,Cascade Subdivision,0
2.5445,49.2830943,-123.0797578,5.8,-0.766,-1.330,0.085,77.7,0.000,nan,Cascade Subdivision,0
2.5604,49.2831248,-123.0795440,5.7,-0.951,-2.123,0.100,75.4,0.000,nan,Cascade Subdivision,0
2.5693,49.2831449,-123.0794256,5.6,-1.010,-1.874,0.108,74.3,0.000,nan,Cascade Subdivision,0
2.5763,49.2831620,-123.0793324,5.5,-0.950,-1.002,0.117,71.0,0.000,nan,Cascade Subdivision,0
2.5867,49.2831923,-123.0791975,5.4,-0.882,-0.365,0.125,72.3,0.000,nan,Cascade Subdivision,0
2.6069,49.2832475,-123.0789321,5.3,-0.008,-0.407,0.147,73.7,0.000,nan,Cascade Subdivision,0
2.6225,49.2832870,-123.0787246,5.3,-0.043,-0.478,0.143,74.5,0.000,nan,Cascade Subdivision,0
2.6348,49.2833165,-123.0785610,5.3,-0.183,-0.816,0.145,78.1,0.000,nan,Cascade Subdivision,0
2.6509,49.2833464,-123.0783440,5.2,-0.174,-0.000,0.130,78.4,0.000,nan,Cascade Subdivision,0
2.6753,49.2833904,-123.0780143,5.2,-0.081,0.131,0.128,78.4,-0.461,124181,Cascade Subdivision,0
2.7311,49.2834912,-123.0772607,5.1,-1.128,0.091,0.140,78.6,3.946,14522,Cascade Subdivision,0
2.7888,49.2835934,-123.0764809,4.5,0.879,0.038,0.244,78.3,-2.895,19790,Cascade Subdivision,0
2.8970,49.2837903,-123.0750199,5.4,0.404,0.043,0.255,78.5,1.343,42652,Cascade Subdivision,0
2.9985,49.2839728,-123.0736493,5.9,-0.337,0.314,0.362,78.2,-4.663,12287,Cascade Subdivision,0
3.0481,49.2840638,-123.0729797,5.7,-0.190,0.344,0.461,78.8,11.162,5133,Cascade Subdivision,0
3.1011,49.2841562,-123.0722628,5.6,-0.013,0.373,0.546,78.6,-2.729,20999,Cascade Subdivision,0
3.1720,49.2842818,-123.0713053,5.6,0.356,0.060,0.589,78.4,-1.112,51534,Cascade Subdivision,0
3.4128,49.2847186,-123.0680538,6.4,0.690,0.381,0.732,79.0,0.000,nan,Cascade Subdivision,0
3.4374,49.2847609,-123.0677204,6.6,0.005,0.427,0.745,78.3,0.000,nan,Cascade Subdivision,0
3.4637,49.2848088,-123.0673658,6.6,-0.033,0.606,0.834,77.7,0.000,nan,Cascade Subdivision,0
3.4812,49.2848422,-123.0671300,6.6,0.013,0.282,0.893,78.1,0.000,nan,Cascade Subdivision,0
3.5155,49.2849058,-123.0666672,6.6,-0.065,-0.050,0.947,78.7,0.000,nan,Cascade Subdivision,0
3.5458,49.2849594,-123.0662575,6.6,-0.509,-0.122,1.043,79.1,0.000,nan,Cascade Subdivision,0
3.5753,49.2850098,-123.0658577,6.4,-0.743,-0.295,1.192,78.5,0.000,nan,Cascade Subdivision,0
3.5866,49.2850300,-123.0657057,6.3,-0.302,-0.189,1.215,78.3,0.000,nan,Cascade Subdivision,0
3.5988,49.2850523,-123.0655401,6.3,0.036,-0.328,1.236,78.3,0.000,nan,Cascade Subdivision,0
3.6033,49.2850604,-123.0654800,6.3,0.156,0.003,1.260,79.0,0.000,nan,Cascade Subdivision,0
3.6190,49.2850874,-123.0652670,6.3,0.412,0.180,1.279,76.8,0.000,nan,Cascade Subdivision,0
3.6371,49.2851246,-123.0650245,6.4,0.544,0.323,1.296,76.3,0.000,nan,Cascade Subdivision,0
3.6506,49.2851534,-123.0648435,6.5,0.623,0.336,1.244,74.5,0.000,nan,Cascade Subdivision,0
3.6667,49.2851921,-123.0646298,6.6,0.468,0.304,1.256,70.4,0.000,nan,Cascade Subdivision,0
3.6895,49.2852607,-123.0643338,6.7,0.060,1.003,1.235,67.7,0.000,nan,Cascade Subdivision,0
3.6980,49.2852897,-123.0642253,6.7,0.256,0.777,1.246,66.3,0.000,nan,Cascade Subdivision,0
3.7163,49.2853560,-123.0639934,6.7,1.265,1.502,1.261,60.2,0.000,nan,Cascade Subdivision,0
3.7261,49.2853994,-123.0638770,6.9,1.325,1.256,1.261,61.5,0.000,nan,Cascade Subdivision,0
3.7376,49.2854489,-123.0637373,7.0,1.544,0.454,1.250,56.0,0.000,nan,Cascade Subdivision,0
3.7721,49.2856227,-123.0633429,7.6,0.890,1.598,1.119,48.4,0.000,nan,Cascade Subdivision,0
3.7834,49.2856903,-123.0632261,7.7,0.591,1.411,1.122,47.1,0.000,nan,Cascade Subdivision,0
3.7987,49.2857838,-123.0630720,7.7,0.842,0.995,1.131,43.9,0.000,nan,Cascade Subdivision,0
3.8226,49.2859387,-123.0628434,7.9,0.937,1.244,0.994,38.9,0.000,nan,Cascade Subdivision,0
3.8439,49.2860878,-123.0626589,8.1,1.801,1.428,0.918,35.6,0.000,nan,Cascade Subdivision,0
3.8618,49.2862188,-123.0625150,8.5,1.724,1.599,0.900,31.4,0.000,nan,Cascade Subdivision,0
3.8794,49.2863539,-123.0623886,8.8,1.327,1.477,0.808,28.5,0.000,nan,Cascade Subdivision,0
3.9072,49.2865735,-123.0622055,9.1,1.670,1.517,0.792,26.1,0.000,nan,Cascade Subdivision,0
3.9348,49.2867959,-123.0620381,9.6,1.056,1.314,0.710,25.6,0.000,nan,Cascade Subdivision,0
3.9636,49.2870299,-123.0618663,9.9,0.834,0.280,0.771,25.8,1.729,33130,Cascade Subdivision,0
4.0983,49.2881197,-123.0610578,11.0,0.350,0.572,0.815,25.7,-2.219,25823,Cascade Subdivision,0
4.1731,49.2887267,-123.0606108,11.3,-0.368,1.516,0.588,26.0,0.000,nan,Cascade Subdivision,0
4.2037,49.2889738,-123.0604262,11.2,1.078,1.517,0.245,27.8,0.000,nan,Cascade Subdivision,0
4.2320,49.2891991,-123.0602437,11.5,2.833,1.454,0.066,30.9,0.000,nan,Cascade Subdivision,0
4.2573,49.2893941,-123.0600651,12.2,3.477,1.408,-0.144,34.4,0.000,nan,Cascade Subdivision,0
4.2759,49.2895325,-123.0599200,12.8,0.974,1.296,-0.269,38.5,0.000,nan,Cascade Subdivision,0
4.2956,49.2896709,-123.0597512,13.0,-1.311,2.476,-0.363,38.7,0.000,nan,Cascade Subdivision,0
4.3105,49.2897751,-123.0596230,12.8,1.644,2.304,-0.348,46.9,0.000,nan,Cascade Subdivision,0
4.3277,49.2898813,-123.0594493,13.1,1.618,2.972,-0.335,45.4,0.000,nan,Cascade Subdivision,0
4.3402,49.2899599,-123.0593269,13.3,3.236,1.709,-0.362,50.8,0.000,nan,Cascade Subdivision,0
4.3646,49.2900989,-123.0590654,14.1,2.717,2.766,-0.465,52.4,0.000,nan,Cascade Subdivision,0
4.3847,49.2902089,-123.0588463,14.7,1.430,1.937,-0.534,54.6,0.000,nan,Cascade Subdivision,0
4.4193,49.2903892,-123.0584566,15.2,2.164,1.259,-0.618,54.6,-1.052,54474,Cascade Subdivision,0
4.4670,49.2906376,-123.0579207,16.2,3.662,1.676,-0.740,54.8,0.000,nan,Cascade Subdivision,0
4.5021,49.2908191,-123.0575260,17.5,1.629,1.149,-0.909,55.7,19.074,3004,Cascade Subdivision,0
4.5474,49.2910489,-123.0570099,18.2,-1.230,2.058,-0.889,57.4,0.000,nan,Cascade Subdivision,0
4.5703,49.2911602,-123.0567434,17.9,0.257,1.099,-0.881,60.7,0.000,nan,Cascade Subdivision,0
4.6072,49.2913224,-123.0563004,18.0,1.066,0.896,-0.919,63.2,0.000,nan,Cascade Subdivision,0
4.6318,49.2914222,-123.0559974,18.3,0.789,-0.292,-0.956,66.9,0.000,nan,Cascade Subdivision,0
4.6516,49.2914923,-123.0557458,18.4,-0.232,-1.040,-1.025,68.5,0.000,nan,Cascade Subdivision,0
4.6708,49.2915554,-123.0555001,18.4,-1.443,-0.670,-1.019,70.0,0.000,nan,Cascade Subdivision,0
4.7015,49.2916500,-123.0551014,18.0,-2.844,-0.755,-1.033,73.5,0.000,nan,Cascade Subdivision,0
4.7348,49.2917350,-123.0546623,17.0,-1.202,-0.471,-0.914,74.5,0.000,nan,Cascade Subdivision,0
4.7674,49.2918135,-123.0542291,16.6,-0.811,-0.134,-0.906,74.3,-4.226,13559,Cascade Subdivision,0
4.8091,49.2919152,-123.0536745,16.3,-0.865,0.099,-0.817,74.6,0.000,nan,Cascade Subdivision,0
4.8392,49.2919872,-123.0532748,16.0,2.002,0.103,-0.818,74.2,-6.638,8631,Cascade Subdivision,0
4.8911,49.2921140,-123.0525870,17.1,1.120,-0.063,-0.921,74.3,1.256,45618,Cascade Subdivision,0
4.9747,49.2923174,-123.0514759,18.0,1.115,-0.400,-1.053,74.3,-0.204,281277,Cascade Subdivision,0
5.0324,49.2924577,-123.0507101,18.6,-1.320,-1.848,-1.013,75.3,0.000,nan,Cascade Subdivision,0
5.0517,49.2925015,-123.0504535,18.4,-7.746,-2.121,-0.918,76.4,0.000,nan,Cascade Subdivision,0
5.0749,49.2925504,-123.0501427,16.6,-6.804,-2.887,-0.688,80.6,0.000,nan,Cascade Subdivision,0
5.1016,49.2925897,-123.0497795,14.8,-5.364,-3.816,-0.450,84.1,0.000,nan,Cascade Subdivision,0
5.1264,49.2926128,-123.0494381,13.4,-7.576,-6.260,-0.271,88.4,0.000,nan,Cascade Subdivision,0
5.1443,49.2926173,-123.0491924,12.1,-6.324,-5.456,-0.120,91.3,0.000,nan,Cascade Subdivision,0
5.1632,49.2926135,-123.0489319,10.9,-2.114,-3.483,0.010,96.7,0.000,nan,Cascade Subdivision,0
5.1866,49.2925890,-123.0486112,10.4,-2.791,-2.393,0.058,101.3,0.000,nan,Cascade Subdivision,0
5.2111,49.2925459,-123.0482796,9.7,2.717,-2.966,0.098,104.6,0.000,nan,Cascade Subdivision,0
5.2267,49.2925105,-123.0480714,10.1,-0.451,-2.140,-0.008,107.5,0.000,nan,Cascade Subdivision,0
5.2426,49.2924674,-123.0478622,10.1,0.065,-0.994,-0.000,110.2,0.000,nan,Cascade Subdivision,0
5.2638,49.2924017,-123.0475878,10.1,-0.785,-0.120,-0.058,109.8,-9.021,6351,Cascade Subdivision,0
5.3076,49.2922685,-123.0470194,9.7,-0.741,0.072,0.124,110.4,12.099,4736,Cascade Subdivision,0
5.3578,49.2921115,-123.0463711,9.4,-0.290,-0.074,0.301,110.0,-6.862,8349,Cascade Subdivision,0
5.4115,49.2919461,-123.0456744,9.2,2.676,-0.179,0.392,110.5,0.000,nan,Cascade Subdivision,0
5.4403,49.2918553,-123.0453024,10.0,0.080,-0.181,0.360,110.4,0.000,nan,Cascade Subdivision,0
5.4706,49.2917607,-123.0449116,10.0,-0.574,-0.219,0.404,110.3,0.000,nan,Cascade Subdivision,0
5.5024,49.2916614,-123.0445001,9.8,-1.057,-0.200,0.451,110.2,0.000,nan,Cascade Subdivision,0
5.5181,49.2916127,-123.0442968,9.7,-0.070,-0.032,0.497,113.1,0.000,nan,Cascade Subdivision,0
5.5369,49.2915464,-123.0440590,9.6,-3.858,-1.305,0.538,114.0,0.000,nan,Cascade Subdivision,0
5.5488,49.2915026,-123.0439080,9.2,-0.498,-1.421,0.601,116.9,0.000,nan,Cascade Subdivision,0
5.5622,49.2914485,-123.0437442,9.1,0.311,-0.972,0.619,116.3,0.000,nan,Cascade Subdivision,0
5.5775,49.2913874,-123.0435547,9.2,-2.010,-0.636,0.629,120.2,0.000,nan,Cascade Subdivision,0
5.5990,49.2912902,-123.0432982,8.7,-1.261,-0.833,0.710,122.8,0.000,nan,Cascade Subdivision,0
5.6179,49.2911982,-123.0430791,8.5,0.848,-0.377,0.751,125.9,0.000,nan,Cascade Subdivision,0
5.6343,49.2911119,-123.0428965,8.6,-0.273,-0.144,0.760,128.5,0.000,nan,Cascade Subdivision,0
5.6594,49.2909710,-123.0426252,8.6,-1.029,-0.528,0.789,128.8,0.000,nan,Cascade Subdivision,0
5.6767,49.2908738,-123.0424396,8.4,1.794,-0.214,0.804,133.5,0.000,nan,Cascade Subdivision,0
5.6936,49.2907689,-123.0422699,8.7,0.473,0.099,0.730,136.8,0.000,nan,Cascade Subdivision,0
5.7225,49.2905797,-123.0419976,8.8,-0.880,0.084,0.662,138.0,26.653,2150,Cascade Subdivision,0
5.7670,49.2902823,-123.0415870,8.4,0.068,0.323,0.714,137.6,0.000,nan,Cascade Subdivision,0
5.7771,49.2902154,-123.0414933,8.4,1.423,0.126,0.744,138.2,0.000,nan,Cascade Subdivision,0
5.7968,49.2900828,-123.0413117,8.7,1.008,-0.108,0.747,137.4,0.000,nan,Cascade Subdivision,0
5.8176,49.2899451,-123.0411173,8.9,-0.605,-0.058,0.741,133.4,0.000,nan,Cascade Subdivision,0
5.8357,49.2898337,-123.0409367,8.8,-0.829,0.224,0.768,132.4,0.000,nan,Cascade Subdivision,0
5.8645,49.2896586,-123.0406427,8.6,-0.636,1.054,0.835,129.8,0.000,nan,Cascade Subdivision,0
5.8763,49.2895911,-123.0405183,8.5,0.942,0.655,0.854,128.7,0.000,nan,Cascade Subdivision,0
5.9010,49.2894520,-123.0402519,8.7,1.343,1.108,0.932,126.2,0.000,nan,Cascade Subdivision,0
5.9166,49.2893690,-123.0400782,8.9,1.873,0.919,1.024,123.9,0.000,nan,Cascade Subdivision,0
5.9422,49.2892409,-123.0397861,9.4,2.755,1.246,1.001,121.7,0.000,nan,Cascade Subdivision,0
5.9635,49.2891399,-123.0395355,10.0,1.251,1.286,1.071,119.0,0.000,nan,Cascade Subdivision,0
5.9874,49.2890362,-123.0392483,10.3,1.976,1.446,1.228,116.7,0.000,nan,Cascade Subdivision,0
6.0067,49.2889577,-123.0390095,10.7,0.092,1.806,1.212,114.5,0.000,nan,Cascade Subdivision,0
6.0209,49.2889049,-123.0388319,10.7,1.126,0.864,1.316,113.0,0.000,nan,Cascade Subdivision,0
6.0427,49.2888283,-123.0385556,11.0,0.133,0.350,1.403,110.8,0.000,nan,Cascade Subdivision,0
6.0638,49.2887608,-123.0382832,11.0,0.064,-0.175,1.433,108.1,0.000,nan,Cascade Subdivision,0
6.0818,49.2887106,-123.0380474,11.0,-0.282,-0.644,1.473,106.9,0.000,nan,Cascade Subdivision,0
6.1039,49.2886526,-123.0377553,10.9,-1.490,-0.421,1.516,103.7,0.000,nan,Cascade Subdivision,0
6.1257,49.2886063,-123.0374632,10.6,-2.721,-0.061,1.441,101.8,0.000,nan,Cascade Subdivision,0
6.1458,49.2885696,-123.0371928,10.1,-2.063,0.176,1.450,99.4,0.000,nan,Cascade Subdivision,0
6.1703,49.2885336,-123.0368592,9.6,1.661,0.308,1.418,96.8,0.000,nan,Cascade Subdivision,0
6.1956,49.2885065,-123.0365129,10.0,5.214,0.694,1.411,95.1,0.000,nan,Cascade Subdivision,0
6.2125,49.2884930,-123.0362810,10.9,4.297,1.746,1.340,93.7,0.000,nan,Cascade Subdivision,0
6.2235,49.2884866,-123.0361300,11.3,2.212,2.292,1.093,91.9,0.000,nan,Cascade Subdivision,0
6.2366,49.2884827,-123.0359494,11.6,1.244,2.007,1.076,90.2,0.000,nan,Cascade Subdivision,0
6.2567,49.2884821,-123.0356711,11.9,1.213,1.832,0.873,88.9,0.000,nan,Cascade Subdivision,0
6.2791,49.2884859,-123.0353632,12.1,1.383,1.413,0.867,86.3,0.000,nan,Cascade Subdivision,0
6.3026,49.2884994,-123.0350396,12.5,1.411,1.263,0.950,84.1,0.000,nan,Cascade Subdivision,0
6.3261,49.2885213,-123.0347169,12.8,2.011,1.262,0.995,80.6,0.000,nan,Cascade Subdivision,0
6.3486,49.2885542,-123.0344110,13.2,1.321,1.411,0.748,79.5,0.000,nan,Cascade Subdivision,0
6.3687,49.2885870,-123.0341386,13.5,0.983,1.517,0.736,76.4,0.000,nan,Cascade Subdivision,0
6.3882,49.2886282,-123.0338771,13.7,1.161,1.729,0.730,75.4,0.000,nan,Cascade Subdivision,0
6.4038,49.2886636,-123.0336689,13.9,1.457,1.429,0.465,73.0,0.000,nan,Cascade Subdivision,0
6.4210,49.2887086,-123.0334429,14.1,1.783,0.993,0.447,71.1,0.000,nan,Cascade Subdivision,0
6.4417,49.2887691,-123.0331725,14.5,0.881,1.660,0.417,69.6,0.000,nan,Cascade Subdivision,0
6.4548,49.2888103,-123.0330028,14.6,0.699,1.179,0.410,67.2,0.000,nan,Cascade Subdivision,0
6.4738,49.2888766,-123.0327610,14.8,0.866,1.401,-0.064,65.7,0.000,nan,Cascade Subdivision,0
6.4900,49.2889365,-123.0325577,14.9,1.253,0.668,-0.079,63.3,0.000,nan,Cascade Subdivision,0
6.5190,49.2890536,-123.0322015,15.3,1.244,0.574,-0.119,60.9,0.000,nan,Cascade Subdivision,0
6.5384,49.2891386,-123.0319676,15.5,0.762,0.124,-0.146,59.0,0.000,nan,Cascade Subdivision,0
6.5648,49.2892609,-123.0316558,15.7,-0.086,0.076,-0.172,57.5,0.000,nan,Cascade Subdivision,0
6.5845,49.2893561,-123.0314268,15.7,-1.006,0.166,-0.173,54.1,0.000,nan,Cascade Subdivision,0
6.6128,49.2895055,-123.0311101,15.4,-2.072,0.269,-0.372,50.3,0.000,nan,Cascade Subdivision,0
6.6376,49.2896481,-123.0308465,14.9,-0.026,0.290,-0.328,51.6,0.000,nan,Cascade Subdivision,0
6.6697,49.2898270,-123.0305001,14.9,1.549,0.710,-0.339,48.3,0.000,nan,Cascade Subdivision,0
6.6953,49.2899799,-123.0302369,15.3,1.079,0.748,-0.392,47.9,-8.293,6909,Cascade Subdivision,0
6.7435,49.2902707,-123.0297433,15.8,1.166,1.447,-0.509,45.0,0.000,nan,Cascade Subdivision,0
6.7823,49.2905172,-123.0293654,16.2,4.125,3.881,-0.457,45.1,0.000,nan,Cascade Subdivision,0
6.8043,49.2906569,-123.0291503,17.2,2.745,1.905,-0.564,45.0,-2.248,25482,Cascade Subdivision,0
6.8559,49.2909851,-123.0286470,18.6,4.554,3.805,-0.858,44.9,0.000,nan,Cascade Subdivision,0
6.8848,49.2911692,-123.0283658,19.9,5.864,3.524,-1.022,45.5,0.000,nan,Cascade Subdivision,0
6.9161,49.2913662,-123.0280579,21.7,5.278,5.334,-1.256,47.6,0.000,nan,Cascade Subdivision,0
6.9355,49.2914839,-123.0278605,22.7,3.188,2.007,-1.396,47.1,-11.543,4964,Cascade Subdivision,0
6.9770,49.2917382,-123.0274411,24.1,1.852,2.045,-1.431,47.6,0.000,nan,Cascade Subdivision,0
7.0064,49.2919164,-123.0271421,24.6,-0.530,2.234,-1.534,50.3,0.000,nan,Cascade Subdivision,0
7.0234,49.2920143,-123.0269615,24.5,-3.561,-0.209,-1.552,50.2,0.000,nan,Cascade Subdivision,0
7.0431,49.2921276,-123.0267533,23.8,-2.129,-1.716,-1.508,53.3,0.000,nan,Cascade Subdivision,0
7.0640,49.2922402,-123.0265214,23.4,-0.901,-1.007,-1.397,55.7,47.837,1198,Cascade Subdivision,0
7.1134,49.2924905,-123.0259589,22.9,-4.955,-1.385,-1.423,61.2,0.000,nan,Cascade Subdivision,0
7.1444,49.2926251,-123.0255839,21.4,-5.432,-1.163,-1.304,64.3,0.000,nan,Cascade Subdivision,0
7.1725,49.2927345,-123.0252346,19.9,0.940,-1.854,-1.067,66.7,0.000,nan,Cascade Subdivision,0
7.1962,49.2928188,-123.0249346,20.1,4.712,-2.711,-1.120,68.9,0.000,nan,Cascade Subdivision,0
7.2193,49.2928934,-123.0246386,21.2,3.329,-5.003,-1.263,70.7,0.000,nan,Cascade Subdivision,0
