dist_km,lat,lon,elev_m,grade_raw_pct,grade_sm_pct,grade_1km_pct,bearing_deg,curv_deg_km,radius_m,subdivision,in_tunnel
758.3603,51.2977167,-116.9081944,822.9,4.647,1.872,2.531,82.0,0.000,nan,Mountain Subdivision,0
758.3669,51.2977250,-116.9081000,823.2,3.865,1.424,2.515,78.8,0.000,nan,Mountain Subdivision,0
758.3972,51.2977778,-116.9076722,824.3,2.107,1.580,2.448,74.0,0.000,nan,Mountain Subdivision,0
758.4276,51.2978528,-116.9072528,825.0,0.494,1.540,2.081,68.1,0.000,nan,Mountain Subdivision,0
758.4582,51.2979556,-116.9068444,825.1,2.322,0.172,1.984,63.3,0.000,nan,Mountain Subdivision,0
758.4884,51.2980778,-116.9064556,825.8,-0.757,-0.476,2.024,57.5,0.000,nan,Mountain Subdivision,0
758.5189,51.2982250,-116.9060861,825.6,-2.303,-0.283,1.792,51.8,0.000,nan,Mountain Subdivision,0
758.5494,51.2983944,-116.9057417,824.9,-5.352,0.177,1.792,47.0,0.000,nan,Mountain Subdivision,0
758.5797,51.2985806,-116.9054222,823.3,-7.489,0.557,2.045,43.2,0.000,nan,Mountain Subdivision,0
758.5967,51.2986917,-116.9052556,822.0,5.411,0.361,1.806,47.0,0.000,nan,Mountain Subdivision,0
758.6270,51.2988778,-116.9049361,823.6,5.769,0.420,1.686,54.8,0.000,nan,Mountain Subdivision,0
758.6575,51.2990361,-116.9045778,825.4,1.555,0.474,1.768,64.8,0.000,nan,Mountain Subdivision,0
758.6880,51.2991528,-116.9041806,825.9,2.579,0.614,2.101,61.4,0.000,nan,Mountain Subdivision,0
758.7200,51.2992904,-116.9037766,826.7,-0.266,1.103,2.084,72.8,0.000,nan,Mountain Subdivision,0
758.7510,51.2993729,-116.9033510,826.6,-1.637,0.754,2.334,80.4,0.000,nan,Mountain Subdivision,0
758.7858,51.2994249,-116.9028579,826.0,-3.876,1.829,2.783,91.1,0.000,nan,Mountain Subdivision,0
758.8170,51.2994193,-116.9024086,824.8,-0.405,3.406,3.142,94.8,0.000,nan,Mountain Subdivision,0
758.8429,51.2993997,-116.9020378,824.7,2.927,4.142,2.987,97.9,0.000,nan,Mountain Subdivision,0
758.8772,51.2993572,-116.9015490,825.7,6.512,2.941,2.419,95.0,-44.963,1274,Mountain Subdivision,0
758.9422,51.2993063,-116.9006172,830.0,10.121,7.134,1.178,94.4,0.000,nan,Mountain Subdivision,0
758.9714,51.2992860,-116.9001988,832.9,17.286,7.326,0.648,93.4,0.000,nan,Mountain Subdivision,0
759.0012,51.2992702,-116.8997715,838.1,12.694,6.361,0.250,88.6,0.000,nan,Mountain Subdivision,0
759.0315,51.2992769,-116.8993354,841.9,3.919,9.710,-0.157,82.2,0.000,nan,Mountain Subdivision,0
759.0514,51.2993011,-116.8990514,842.7,-1.810,5.833,-0.068,82.9,0.000,nan,Mountain Subdivision,0
759.0747,51.2993269,-116.8987196,842.3,-7.281,3.310,0.071,74.6,0.000,nan,Mountain Subdivision,0
759.1037,51.2993963,-116.8983172,840.2,4.418,1.754,0.364,74.2,0.000,nan,Mountain Subdivision,0
759.1275,51.2994545,-116.8979880,841.2,-1.537,0.403,0.287,66.4,0.000,nan,Mountain Subdivision,0
759.1533,51.2995476,-116.8976469,840.8,-1.275,1.287,0.339,64.7,0.000,nan,Mountain Subdivision,0
759.1697,51.2996107,-116.8974336,840.6,3.476,1.963,0.626,61.9,0.000,nan,Mountain Subdivision,0
759.1926,51.2997076,-116.8971431,841.4,5.296,3.070,0.554,59.5,0.000,nan,Mountain Subdivision,0
759.2181,51.2998239,-116.8968279,842.8,6.162,2.695,0.650,57.0,0.000,nan,Mountain Subdivision,0
759.2446,51.2999539,-116.8965075,844.4,5.857,1.674,0.650,56.4,0.000,nan,Mountain Subdivision,0
759.2700,51.3000801,-116.8962041,845.9,2.377,1.599,0.551,52.1,0.000,nan,Mountain Subdivision,0
759.2928,51.3002062,-116.8959448,846.4,1.874,1.390,0.638,51.7,0.000,nan,Mountain Subdivision,0
759.3209,51.3003628,-116.8956281,846.9,-8.754,-0.298,0.419,53.2,0.000,nan,Mountain Subdivision,0
759.3521,51.3005308,-116.8952688,844.2,-2.008,-1.213,1.151,59.5,0.000,nan,Mountain Subdivision,0
759.3860,51.3006855,-116.8948487,843.5,3.743,-2.710,1.148,62.7,0.000,nan,Mountain Subdivision,0
759.4126,51.3007951,-116.8945085,844.5,-11.242,-2.478,1.144,66.0,0.000,nan,Mountain Subdivision,0
759.4350,51.3008770,-116.8942144,842.0,-4.849,-5.308,1.292,74.0,0.000,nan,Mountain Subdivision,0
759.4537,51.3009236,-116.8939551,841.1,-5.443,-1.822,1.345,73.8,0.000,nan,Mountain Subdivision,0
759.4720,51.3009696,-116.8937024,840.1,8.209,-0.428,1.483,78.1,0.000,nan,Mountain Subdivision,0
759.4948,51.3010120,-116.8933810,842.0,-7.178,0.301,1.235,75.2,-69.288,827,Mountain Subdivision,0
759.5367,51.3011082,-116.8927992,839.0,7.549,2.066,1.500,80.7,0.000,nan,Mountain Subdivision,0
759.5707,51.3011576,-116.8923162,841.5,7.549,6.755,1.042,67.8,0.000,nan,Mountain Subdivision,1
759.5867,51.3012118,-116.8921039,842.7,7.549,3.895,0.928,74.4,0.000,nan,Mountain Subdivision,1
759.6235,51.3013009,-116.8915928,845.5,7.549,5.165,0.424,72.2,0.000,nan,Mountain Subdivision,1
759.6514,51.3013775,-116.8912115,847.6,7.549,5.858,0.204,68.8,0.000,nan,Mountain Subdivision,1
759.6790,51.3014672,-116.8908416,849.7,7.549,4.796,0.132,61.1,0.000,nan,Mountain Subdivision,1
759.7039,51.3015754,-116.8905277,851.6,7.549,2.567,-0.072,51.1,0.000,nan,Mountain Subdivision,1
759.7289,51.3017167,-116.8902481,853.5,-6.677,-0.571,-0.257,45.8,0.000,nan,Mountain Subdivision,0
759.7526,51.3018652,-116.8900039,851.9,-4.394,-4.830,0.064,38.3,0.000,nan,Mountain Subdivision,0
759.7707,51.3019932,-116.8898422,851.1,-14.774,-6.259,0.260,32.1,0.000,nan,Mountain Subdivision,0
759.7925,51.3021594,-116.8896752,847.9,-12.139,-4.980,0.624,22.9,0.000,nan,Mountain Subdivision,0
759.8208,51.3023936,-116.8895173,844.5,-14.579,-6.187,0.955,19.8,0.000,nan,Mountain Subdivision,0
759.8470,51.3026156,-116.8893895,840.6,-6.430,-4.296,1.621,23.3,0.000,nan,Mountain Subdivision,0
759.8756,51.3028518,-116.8892267,838.8,4.734,-3.119,1.785,32.7,0.000,nan,Mountain Subdivision,0
759.9084,51.3030997,-116.8889717,840.3,0.570,-1.957,1.684,47.5,0.000,nan,Mountain Subdivision,0
759.9363,51.3032690,-116.8886759,840.5,5.244,-0.237,1.718,50.6,0.000,nan,Mountain Subdivision,0
759.9663,51.3034406,-116.8883420,842.1,3.092,2.641,1.787,65.0,0.000,nan,Mountain Subdivision,0
759.9940,51.3035458,-116.8879812,842.9,1.897,4.014,1.689,71.9,0.000,nan,Mountain Subdivision,0
760.0250,51.3036325,-116.8875580,843.5,1.151,3.959,1.651,76.3,0.000,nan,Mountain Subdivision,0
760.0567,51.3037003,-116.8871147,843.9,5.139,2.571,1.657,83.0,133.708,429,Mountain Subdivision,0
760.1071,51.3037556,-116.8863944,846.5,7.477,4.220,1.487,75.4,0.000,nan,Mountain Subdivision,0
760.1373,51.3038239,-116.8859743,848.7,5.409,3.206,1.289,78.2,0.000,nan,Mountain Subdivision,0
760.1679,51.3038802,-116.8855432,850.4,4.642,13.350,1.258,75.2,0.000,nan,Mountain Subdivision,0
760.1785,51.3039044,-116.8853967,850.9,4.642,4.244,1.218,81.7,0.000,nan,Mountain Subdivision,1
760.2083,51.3039430,-116.8849717,852.3,-4.908,3.545,1.551,86.8,0.000,nan,Mountain Subdivision,0
760.2385,51.3039583,-116.8845389,850.8,13.101,2.051,1.975,94.7,0.000,nan,Mountain Subdivision,0
760.2689,51.3039361,-116.8841028,854.8,-2.460,1.345,1.936,105.3,0.000,nan,Mountain Subdivision,0
760.2993,51.3038639,-116.8836806,854.0,3.292,1.060,2.031,112.1,0.000,nan,Mountain Subdivision,0
760.3297,51.3037611,-116.8832750,855.0,-10.927,0.977,2.070,114.5,0.000,nan,Mountain Subdivision,0
760.3416,51.3037167,-116.8831194,853.7,-0.871,3.857,2.241,113.6,0.000,nan,Mountain Subdivision,0
760.3486,51.3036917,-116.8830278,853.7,-0.871,-1.071,1.999,111.5,0.000,nan,Mountain Subdivision,1
760.3722,51.3036139,-116.8827111,853.5,-0.871,-0.484,2.075,104.2,0.000,nan,Mountain Subdivision,1
760.4025,51.3035472,-116.8822889,853.2,-0.871,-1.586,1.594,94.7,0.000,nan,Mountain Subdivision,1
760.4329,51.3035250,-116.8818528,852.9,-0.871,-2.493,1.667,86.7,0.000,nan,Mountain Subdivision,1
760.4542,51.3035361,-116.8815472,852.7,1.186,-3.808,1.720,80.1,0.000,nan,Mountain Subdivision,0
760.4632,51.3035500,-116.8814194,852.8,-5.527,-1.031,1.725,77.1,0.000,nan,Mountain Subdivision,0
760.4937,51.3036111,-116.8809917,851.2,-2.851,-0.429,1.953,75.2,-33.097,1731,Mountain Subdivision,0
760.5528,51.3037472,-116.8801694,849.5,4.696,-0.181,2.265,73.6,0.000,nan,Mountain Subdivision,0
760.5834,51.3038250,-116.8797472,850.9,0.087,0.318,2.122,71.6,0.000,nan,Mountain Subdivision,0
760.6138,51.3039111,-116.8793333,850.9,1.055,0.150,2.043,70.2,0.000,nan,Mountain Subdivision,0
760.6347,51.3039750,-116.8790500,851.2,4.347,1.726,1.871,74.7,0.000,nan,Mountain Subdivision,0
760.6651,51.3040472,-116.8786278,852.5,3.397,2.856,1.644,84.1,0.000,nan,Mountain Subdivision,0
760.6954,51.3040750,-116.8781944,853.5,-1.362,3.168,2.088,94.1,0.000,nan,Mountain Subdivision,0
760.7258,51.3040556,-116.8777583,853.1,7.451,3.158,2.202,103.5,0.000,nan,Mountain Subdivision,0
760.7562,51.3039917,-116.8773333,855.4,0.979,0.909,2.004,108.1,42.983,1333,Mountain Subdivision,0
760.8618,51.3036972,-116.8758889,856.4,7.314,2.782,0.879,112.7,0.000,nan,Mountain Subdivision,0
760.8922,51.3035917,-116.8754861,858.6,-0.001,2.872,0.675,122.5,0.000,nan,Mountain Subdivision,0
760.9226,51.3034444,-116.8751167,858.6,0.724,3.607,0.697,132.1,0.000,nan,Mountain Subdivision,0
760.9531,51.3032611,-116.8747917,858.8,1.324,4.490,0.683,141.5,0.000,nan,Mountain Subdivision,0
760.9835,51.3030472,-116.8745194,859.2,1.877,2.262,0.772,146.2,69.466,825,Mountain Subdivision,0
761.0511,51.3025417,-116.8739778,860.5,4.500,4.286,0.862,143.4,0.000,nan,Mountain Subdivision,0
761.0815,51.3023222,-116.8737167,861.9,14.377,5.637,0.627,136.6,0.000,nan,Mountain Subdivision,0
761.1122,51.3021222,-116.8734139,866.3,7.775,5.653,0.226,128.4,0.000,nan,Mountain Subdivision,0
761.1425,51.3019528,-116.8730722,868.6,5.081,22.806,-0.003,125.2,0.000,nan,Mountain Subdivision,0
761.1505,51.3019111,-116.8729778,869.0,11.087,4.767,-0.048,128.2,0.000,nan,Mountain Subdivision,0
761.1810,51.3017417,-116.8726333,872.4,0.402,3.370,-0.390,130.5,0.000,nan,Mountain Subdivision,0
761.2114,51.3015639,-116.8723000,872.5,4.445,1.620,-0.176,133.7,0.000,nan,Mountain Subdivision,0
761.2419,51.3013750,-116.8719833,873.9,-5.806,0.364,-0.331,136.8,0.000,nan,Mountain Subdivision,0
761.2724,51.3011750,-116.8716833,872.1,-1.072,-0.045,0.169,138.1,6.793,8435,Mountain Subdivision,0
761.4627,51.2999000,-116.8698556,870.1,0.443,-1.973,0.938,137.5,0.000,nan,Mountain Subdivision,0
761.4933,51.2996972,-116.8695583,870.2,-2.294,0.345,0.953,133.7,0.000,nan,Mountain Subdivision,0
761.5238,51.2995083,-116.8692417,869.5,-3.837,-0.026,1.051,128.4,0.000,nan,Mountain Subdivision,0
761.5541,51.2993389,-116.8689000,868.4,-2.515,-2.880,1.202,125.2,0.000,nan,Mountain Subdivision,0
761.5846,51.2991806,-116.8685417,867.6,9.225,-0.975,1.321,124.1,-17.787,3221,Mountain Subdivision,0
761.6473,51.2988639,-116.8677944,873.4,1.475,-1.561,0.674,123.2,0.000,nan,Mountain Subdivision,0
761.6778,51.2987139,-116.8674278,873.8,-4.994,-0.136,0.662,122.2,-5.535,10352,Mountain Subdivision,0
761.8527,51.2978750,-116.8653000,865.1,0.295,0.042,2.760,120.5,0.000,nan,Mountain Subdivision,0
761.8832,51.2977361,-116.8649222,865.2,4.049,0.029,3.120,117.9,0.000,nan,Mountain Subdivision,0
761.9135,51.2976083,-116.8645361,866.4,3.960,-2.066,3.039,114.6,0.000,nan,Mountain Subdivision,0
761.9439,51.2974944,-116.8641389,867.6,2.758,-2.143,2.756,111.4,0.000,nan,Mountain Subdivision,0
761.9744,51.2973944,-116.8637306,868.5,-2.632,1.547,2.756,108.4,0.000,nan,Mountain Subdivision,0
762.0047,51.2973083,-116.8633167,867.7,2.299,2.352,2.933,106.0,0.000,nan,Mountain Subdivision,0
762.0351,51.2972333,-116.8628972,868.4,0.800,2.967,2.824,102.9,0.000,nan,Mountain Subdivision,0
762.0656,51.2971722,-116.8624694,868.6,0.813,2.736,2.622,99.4,0.000,nan,Mountain Subdivision,0
762.0959,51.2971278,-116.8620389,868.9,3.937,2.008,2.641,98.2,-22.185,2583,Mountain Subdivision,0
762.1478,51.2970611,-116.8613000,870.9,9.098,4.382,2.562,99.9,0.000,nan,Mountain Subdivision,0
762.1782,51.2970139,-116.8608694,873.7,1.978,4.034,2.425,104.7,0.000,nan,Mountain Subdivision,0
762.2086,51.2969444,-116.8604472,874.3,8.343,4.742,2.559,108.9,0.000,nan,Mountain Subdivision,0
762.2390,51.2968556,-116.8600333,876.8,4.987,4.394,2.543,113.3,0.000,nan,Mountain Subdivision,0
762.2695,51.2967472,-116.8596306,878.3,-0.538,3.727,2.092,117.4,0.000,nan,Mountain Subdivision,0
762.2997,51.2966222,-116.8592444,878.2,0.846,0.300,2.172,119.7,9.921,5775,Mountain Subdivision,0
762.5347,51.2955750,-116.8563083,880.1,-1.893,2.692,2.353,118.4,0.000,nan,Mountain Subdivision,0
762.5653,51.2954444,-116.8559222,879.6,1.124,1.997,2.420,113.9,0.000,nan,Mountain Subdivision,0
762.5957,51.2953333,-116.8555222,879.9,-2.007,3.423,2.327,106.0,0.000,nan,Mountain Subdivision,0
762.6260,51.2952583,-116.8551028,879.3,5.035,4.946,2.526,98.2,0.000,nan,Mountain Subdivision,0
762.6565,51.2952194,-116.8546694,880.8,2.722,5.528,2.447,92.9,0.000,nan,Mountain Subdivision,0
762.6868,51.2952056,-116.8542333,881.7,10.978,4.007,2.439,92.0,-20.752,2761,Mountain Subdivision,0
762.7321,51.2951917,-116.8535833,886.6,11.768,6.119,2.010,94.1,0.000,nan,Mountain Subdivision,0
762.7625,51.2951722,-116.8531472,890.2,11.090,6.247,1.595,97.6,0.000,nan,Mountain Subdivision,0
762.7928,51.2951361,-116.8527139,893.6,1.610,4.936,1.235,102.3,0.000,nan,Mountain Subdivision,0
762.8233,51.2950778,-116.8522861,894.1,0.684,1.365,1.095,103.4,10.599,5406,Mountain Subdivision,0
762.9297,51.2948556,-116.8507972,894.8,-0.985,3.037,1.386,104.7,0.000,nan,Mountain Subdivision,0
762.9603,51.2947861,-116.8503722,894.5,-5.372,2.207,1.332,106.5,0.000,nan,Mountain Subdivision,0
762.9907,51.2947083,-116.8499528,892.9,1.411,1.565,1.559,109.0,0.000,nan,Mountain Subdivision,0
763.0211,51.2946194,-116.8495389,893.3,2.505,2.352,1.794,110.8,0.000,nan,Mountain Subdivision,0
763.0515,51.2945222,-116.8491306,894.1,5.043,2.026,1.822,114.1,0.000,nan,Mountain Subdivision,0
763.0818,51.2944111,-116.8487333,895.6,5.933,2.305,1.714,118.4,0.000,nan,Mountain Subdivision,0
763.1123,51.2942806,-116.8483472,897.4,7.910,3.238,1.530,122.0,0.000,nan,Mountain Subdivision,0
763.1426,51.2941361,-116.8479778,899.8,-0.056,0.687,0.531,124.2,14.494,3953,Mountain Subdivision,0
763.2915,51.2933833,-116.8462056,899.7,1.386,2.929,0.990,123.4,0.000,nan,Mountain Subdivision,0
763.3218,51.2932333,-116.8458417,900.1,1.925,2.294,1.200,123.2,0.000,nan,Mountain Subdivision,0
763.3523,51.2930833,-116.8454750,900.7,2.529,1.705,0.767,121.3,0.000,nan,Mountain Subdivision,0
763.3826,51.2929417,-116.8451028,901.5,-1.048,0.446,0.720,121.0,0.000,nan,Mountain Subdivision,0
763.4132,51.2928000,-116.8447250,901.2,0.106,1.931,0.769,119.5,0.000,nan,Mountain Subdivision,0
763.4277,51.2927361,-116.8445444,901.2,2.303,0.767,0.778,121.8,0.000,nan,Glenogle Siding,0
763.4429,51.2926639,-116.8443583,901.5,-4.210,1.460,0.756,123.2,0.000,nan,Glenogle Siding,0
763.4581,51.2925889,-116.8441750,900.9,3.378,1.310,0.828,124.4,0.000,nan,Glenogle Siding,0
763.4893,51.2924306,-116.8438056,901.9,-5.800,2.836,0.750,123.6,0.000,nan,Glenogle Siding,0
763.5043,51.2923556,-116.8436250,901.1,9.296,2.873,0.848,121.5,0.000,nan,Glenogle Siding,0
763.5197,51.2922833,-116.8434361,902.5,1.987,0.267,0.717,120.1,-11.840,4839,Glenogle Siding,0
763.6330,51.2917722,-116.8420278,904.7,-0.540,0.655,0.791,118.6,0.000,nan,Glenogle Siding,0
763.6633,51.2916417,-116.8416444,904.6,0.444,0.904,0.806,115.9,0.000,nan,Glenogle Siding,0
763.6938,51.2915222,-116.8412500,904.7,-2.535,2.225,0.841,110.2,0.000,nan,Glenogle Siding,0
763.7242,51.2914278,-116.8408389,903.9,-4.823,1.965,0.975,102.3,0.000,nan,Glenogle Siding,0
763.7547,51.2913694,-116.8404111,902.5,5.515,0.654,1.195,94.1,0.000,nan,Glenogle Siding,0
763.7849,51.2913500,-116.8399778,904.1,7.668,0.950,1.090,88.3,0.000,nan,Glenogle Siding,0
763.8154,51.2913583,-116.8395389,906.5,5.563,2.382,0.989,85.1,0.000,nan,Glenogle Siding,0
763.8298,51.2913694,-116.8393333,907.3,-3.146,2.488,0.917,86.5,0.000,nan,Glenogle Siding,0
763.8602,51.2913861,-116.8388972,906.3,1.884,3.495,1.232,90.0,0.000,nan,Glenogle Siding,0
763.8907,51.2913861,-116.8384583,906.9,1.817,2.897,1.419,96.4,0.000,nan,Glenogle Siding,0
763.9210,51.2913556,-116.8380250,907.4,8.355,-0.592,1.373,103.5,0.000,nan,Glenogle Siding,0
763.9514,51.2912917,-116.8376000,910.0,3.347,-0.708,1.142,109.0,0.000,nan,Glenogle Siding,0
763.9818,51.2912028,-116.8371861,911.0,0.520,0.941,1.122,113.3,0.000,nan,Glenogle Siding,0
764.0123,51.2910944,-116.8367833,911.2,-5.149,0.424,1.439,113.4,1.091,52503,Glenogle Siding,0
764.1313,51.2906694,-116.8352139,905.0,1.695,0.881,1.823,112.2,0.000,nan,Glenogle Siding,0
764.1615,51.2905667,-116.8348111,905.5,10.024,0.786,1.143,110.7,0.000,nan,Glenogle Siding,0
764.1921,51.2904694,-116.8344000,908.6,7.620,0.358,0.860,108.4,0.000,nan,Glenogle Siding,0
764.2224,51.2903833,-116.8339861,910.9,-0.471,0.051,0.640,107.3,-3.732,15352,Glenogle Siding,0
764.5085,51.2896167,-116.8300583,909.6,7.679,3.185,0.470,106.0,0.000,nan,Glenogle Siding,0
764.5389,51.2895417,-116.8296389,911.9,-0.115,3.191,0.254,101.2,0.000,nan,Glenogle Siding,0
764.5692,51.2894889,-116.8292111,911.9,1.487,2.208,0.265,92.9,0.000,nan,Glenogle Siding,0
764.5997,51.2894750,-116.8287722,912.3,1.454,1.492,0.226,84.1,0.000,nan,Glenogle Siding,0
764.6300,51.2895028,-116.8283389,912.8,1.731,2.508,0.185,77.1,0.000,nan,Glenogle Siding,0
764.6604,51.2895639,-116.8279139,913.3,2.360,2.319,-0.019,71.2,0.000,nan,Glenogle Siding,0
764.6910,51.2896528,-116.8274972,914.0,2.297,4.353,-0.139,70.4,0.000,nan,Glenogle Siding,0
764.7139,51.2897222,-116.8271861,914.5,3.681,3.154,-0.069,72.3,0.000,nan,Glenogle Siding,0
764.7444,51.2898056,-116.8267694,915.7,6.354,3.160,-0.171,78.9,0.000,nan,Glenogle Siding,0
764.7747,51.2898583,-116.8263417,917.6,7.480,3.256,-0.371,89.4,0.000,nan,Glenogle Siding,0
764.8052,51.2898611,-116.8259028,919.9,0.441,4.241,-0.584,98.8,0.000,nan,Glenogle Siding,0
764.8355,51.2898194,-116.8254722,920.0,1.401,4.509,-0.618,106.5,0.000,nan,Glenogle Siding,0
764.8659,51.2897417,-116.8250528,920.4,2.859,4.146,-0.590,107.7,0.000,nan,Glenogle Siding,0
764.8943,51.2896639,-116.8246639,921.2,10.023,2.505,-0.440,110.2,0.000,nan,Glenogle Siding,0
764.9248,51.2895694,-116.8242528,924.3,4.009,0.760,-0.558,117.2,0.000,nan,Glenogle Siding,0
764.9552,51.2894444,-116.8238639,925.5,-1.423,-1.272,-0.577,127.3,0.000,nan,Glenogle Siding,0
764.9858,51.2892778,-116.8235139,925.1,-4.573,-1.957,-0.277,137.1,0.000,nan,Glenogle Siding,0
765.0161,51.2890778,-116.8232167,923.7,-6.474,-3.348,0.178,144.3,0.000,nan,Glenogle Siding,0
765.0466,51.2888556,-116.8229611,921.7,-4.497,-1.496,0.538,146.2,18.279,3135,Glenogle Siding,0
765.1539,51.2880528,-116.8221028,916.9,-4.002,-5.946,1.143,143.6,0.000,nan,Glenogle Siding,0
765.1843,51.2878333,-116.8218444,915.7,-8.467,-4.341,1.292,138.4,0.000,nan,Glenogle Siding,0
765.2148,51.2876278,-116.8215528,913.1,-5.434,-4.361,1.587,132.3,0.000,nan,Glenogle Siding,0
765.2451,51.2874444,-116.8212306,911.4,-3.509,-11.291,1.803,130.7,0.000,nan,Glenogle Siding,0
765.2550,51.2873861,-116.8211222,911.1,1.148,-0.127,1.858,130.0,-2.268,25263,Glenogle Siding,0
765.5490,51.2856861,-116.8178861,914.5,-4.447,-0.657,1.101,129.1,0.000,nan,Glenogle Siding,0
765.5793,51.2855139,-116.8175472,913.1,-1.248,0.433,1.070,127.5,0.000,nan,Glenogle Siding,0
765.6098,51.2853472,-116.8172000,912.7,3.823,1.216,1.460,124.1,0.000,nan,Glenogle Siding,0
765.6401,51.2851944,-116.8168389,913.9,0.595,1.626,2.285,120.9,0.000,nan,Glenogle Siding,0
765.6707,51.2850528,-116.8164611,914.1,0.215,1.141,2.338,118.6,0.000,nan,Glenogle Siding,0
765.7011,51.2849222,-116.8160778,914.1,0.593,1.802,2.405,118.3,-6.552,8744,Glenogle Siding,0
765.7428,51.2847444,-116.8155500,914.4,2.259,3.059,2.488,117.2,0.000,nan,Glenogle Siding,0
765.7732,51.2846194,-116.8151611,915.1,7.118,3.552,2.524,115.3,0.000,nan,Glenogle Siding,0
765.8035,51.2845028,-116.8147667,917.2,4.114,3.062,2.256,114.2,-23.753,2412,Glenogle Siding,0
765.8495,51.2843333,-116.8141639,919.1,3.452,5.157,2.141,117.2,0.000,nan,Glenogle Siding,0
765.8799,51.2842083,-116.8137750,920.2,7.674,5.345,2.099,123.2,0.000,nan,Glenogle Siding,0
765.9104,51.2840583,-116.8134083,922.5,9.286,5.793,1.913,129.1,0.000,nan,Glenogle Siding,0
765.9407,51.2838861,-116.8130694,925.3,4.444,5.375,1.565,133.6,0.000,nan,Glenogle Siding,0
765.9712,51.2836972,-116.8127528,926.7,2.406,4.572,1.186,136.8,0.000,nan,Glenogle Siding,0
766.0017,51.2834972,-116.8124528,927.4,0.767,0.547,0.879,138.2,6.030,9501,Glenogle Siding,0
766.2271,51.2819861,-116.8102917,929.2,7.759,5.322,1.086,137.3,0.000,nan,Glenogle Siding,0
766.2422,51.2818861,-116.8101444,930.3,-0.279,2.448,0.976,135.0,0.000,nan,Glenogle Siding,0
766.2575,51.2817889,-116.8099889,930.3,-0.738,0.139,0.892,134.0,0.000,nan,Glenogle Siding,0
766.2886,51.2815944,-116.8096667,930.1,-7.237,3.151,0.954,135.5,0.000,nan,Glenogle Siding,0
766.3038,51.2814972,-116.8095139,929.0,-4.088,2.273,1.092,136.8,0.000,nan,Glenogle Siding,0
766.3191,51.2813972,-116.8093639,928.3,-7.102,-1.214,1.336,138.1,0.000,nan,Mountain Subdivision,0
766.3373,51.2812750,-116.8091889,927.0,13.797,-2.375,1.456,136.8,0.000,nan,Mountain Subdivision,0
766.3678,51.2810750,-116.8088889,931.2,2.227,-2.946,1.147,135.9,0.000,nan,Mountain Subdivision,0
766.3983,51.2808778,-116.8085833,931.9,-11.067,-2.616,1.111,137.8,0.000,nan,Mountain Subdivision,0
766.4288,51.2806750,-116.8082889,928.6,-13.370,-0.956,1.757,140.5,0.000,nan,Mountain Subdivision,0
766.4592,51.2804639,-116.8080111,924.5,-5.388,4.154,2.134,143.6,0.000,nan,Mountain Subdivision,0
766.4895,51.2802444,-116.8077528,922.9,-4.277,13.415,2.157,145.0,0.000,nan,Mountain Subdivision,0
766.4959,51.2801972,-116.8077000,922.6,14.983,3.236,2.203,145.5,0.000,nan,Mountain Subdivision,0
766.5188,51.2800278,-116.8075139,926.0,8.105,1.031,1.737,145.2,-2.495,22966,Mountain Subdivision,0
766.6557,51.2790167,-116.8063889,937.1,3.322,6.370,0.243,142.4,0.000,nan,Mountain Subdivision,0
766.6861,51.2788000,-116.8061222,938.1,-0.910,6.866,0.103,135.9,0.000,nan,Mountain Subdivision,0
766.7167,51.2786028,-116.8058167,937.8,6.610,6.149,0.131,129.1,0.000,nan,Mountain Subdivision,0
766.7471,51.2784306,-116.8054778,939.8,0.178,1.584,-0.136,126.2,-37.868,1513,Mountain Subdivision,0
766.8234,51.2780250,-116.8045917,940.0,-1.179,-0.813,0.253,124.8,0.000,nan,Mountain Subdivision,0
766.8538,51.2778694,-116.8042333,939.6,-6.910,-0.987,0.401,122.5,0.000,nan,Mountain Subdivision,0
766.8842,51.2777222,-116.8038639,937.5,-3.217,-0.588,0.686,120.9,-28.388,2018,Mountain Subdivision,0
766.9414,51.2774583,-116.8031583,935.7,-1.799,-1.259,1.070,118.6,0.000,nan,Mountain Subdivision,0
766.9718,51.2773278,-116.8027750,935.1,1.899,-0.335,1.425,112.1,0.000,nan,Mountain Subdivision,0
767.0022,51.2772250,-116.8023694,935.7,-1.850,0.143,1.409,101.2,0.000,nan,Mountain Subdivision,0
767.0325,51.2771722,-116.8019417,935.2,5.367,0.696,1.518,90.6,0.000,nan,Mountain Subdivision,0
767.0631,51.2771694,-116.8015028,936.8,7.853,1.151,1.484,79.4,0.000,nan,Mountain Subdivision,0
767.0933,51.2772194,-116.8010750,939.2,2.650,1.508,1.414,69.1,0.000,nan,Mountain Subdivision,0
767.1237,51.2773167,-116.8006667,940.0,-2.479,2.004,1.243,62.1,0.000,nan,Mountain Subdivision,0
767.1541,51.2774444,-116.8002806,939.2,-3.576,3.224,1.342,60.0,0.000,nan,Mountain Subdivision,0
767.1751,51.2775389,-116.8000194,938.5,1.096,2.166,1.442,58.7,0.000,nan,Mountain Subdivision,0
767.2054,51.2776806,-116.7996472,938.8,5.867,2.217,1.588,54.6,0.000,nan,Mountain Subdivision,0
767.2358,51.2778389,-116.7992917,940.6,-0.057,1.613,1.531,50.5,0.000,nan,Mountain Subdivision,0
767.2663,51.2780139,-116.7989528,940.6,3.470,0.962,1.656,49.3,-28.319,2023,Mountain Subdivision,0
